index,latency_ns,revision,revision_present,output_probe
0,17269402,1005,True,0.1246703639626503
1,16966759,1006,True,0.1246703639626503
2,16981766,1007,True,0.1246703639626503
3,17341176,1008,True,0.1246703639626503
4,16959504,1009,True,0.1246703639626503
5,17268753,1010,True,0.1246703639626503
6,16960617,1011,True,0.1246703639626503
7,17274866,1012,True,0.1246703639626503
8,16955911,1013,True,0.1246703639626503
9,16972515,1014,True,0.1246703639626503
10,17276352,1015,True,0.1246703639626503
11,16968489,1016,True,0.1246703639626503
12,17324950,1017,True,0.1246703639626503
13,16397974,1018,True,0.1246703639626503
14,16401489,1019,True,0.1246703639626503
15,16693540,1020,True,0.1246703639626503
16,16399106,1021,True,0.1246703639626503
17,16684754,1022,True,0.1246703639626503
18,16393389,1023,True,0.1246703639626503
19,16686788,1024,True,0.1246703639626503
20,16399072,1025,True,0.1246703639626503
21,16400110,1026,True,0.1246703639626503
22,17245277,1027,True,0.1246703639626503
23,16415064,1028,True,0.1246703639626503
24,16703978,1029,True,0.1246703639626503
25,16395758,1030,True,0.1246703639626503
26,16301670,1031,True,0.1246703639626503
27,16383779,1032,True,0.1246703639626503
28,16046361,1033,True,0.1246703639626503
29,16368690,1034,True,0.1246703639626503
30,16039891,1035,True,0.1246703639626503
31,16085006,1036,True,0.1246703639626503
32,16424703,1037,True,0.1246703639626503
33,16109777,1038,True,0.1246703639626503
34,16455826,1039,True,0.1246703639626503
35,16118778,1040,True,0.1246703639626503
36,16401128,1041,True,0.1246703639626503
37,16108853,1042,True,0.1246703639626503
38,16101140,1043,True,0.1246703639626503
39,16517613,1044,True,0.1246703639626503
40,16113210,1045,True,0.1246703639626503
41,16419042,1046,True,0.1246703639626503
42,16110817,1047,True,0.1246703639626503
43,16109953,1048,True,0.1246703639626503
44,16481903,1049,True,0.1246703639626503
45,16114936,1050,True,0.1246703639626503
46,16118074,1051,True,0.1246703639626503
47,16441482,1052,True,0.1246703639626503
48,16121809,1053,True,0.1246703639626503
49,16454202,1054,True,0.1246703639626503
50,16116518,1055,True,0.1246703639626503
51,16499339,1056,True,0.1246703639626503
52,16115432,1057,True,0.1246703639626503
53,16117132,1058,True,0.1246703639626503
54,16430073,1059,True,0.1246703639626503
55,16112193,1060,True,0.1246703639626503
56,16398633,1061,True,0.1246703639626503
57,16119693,1062,True,0.1246703639626503
58,16120195,1063,True,0.1246703639626503
59,16525658,1064,True,0.1246703639626503
60,16115940,1065,True,0.1246703639626503
61,16435301,1066,True,0.1246703639626503
62,16132505,1067,True,0.1246703639626503
63,16405065,1068,True,0.1246703639626503
64,16110251,1069,True,0.1246703639626503
65,16101589,1070,True,0.1246703639626503
66,16522505,1071,True,0.1246703639626503
67,16119771,1072,True,0.1246703639626503
68,16125809,1073,True,0.1246703639626503
69,16458917,1074,True,0.1246703639626503
70,16119713,1075,True,0.1246703639626503
71,16461612,1076,True,0.1246703639626503
72,16122178,1077,True,0.1246703639626503
73,16479809,1078,True,0.1246703639626503
74,16119497,1079,True,0.1246703639626503
75,16113400,1080,True,0.1246703639626503
76,16440248,1081,True,0.1246703639626503
77,16110345,1082,True,0.1246703639626503
78,16501784,1083,True,0.1246703639626503
79,16109952,1084,True,0.1246703639626503
80,16106839,1085,True,0.1246703639626503
81,16524618,1086,True,0.1246703639626503
82,16119697,1087,True,0.1246703639626503
83,16841444,1088,True,0.1246703639626503
84,16113524,1089,True,0.1246703639626503
85,16403212,1090,True,0.1246703639626503
86,16115854,1091,True,0.1246703639626503
87,16113250,1092,True,0.1246703639626503
88,16516542,1093,True,0.1246703639626503
89,16115117,1094,True,0.1246703639626503
90,16412905,1095,True,0.1246703639626503
91,16124115,1096,True,0.1246703639626503
92,16127036,1097,True,0.1246703639626503
93,16480018,1098,True,0.1246703639626503
94,16115938,1099,True,0.1246703639626503
95,16114471,1100,True,0.1246703639626503
96,16459079,1101,True,0.1246703639626503
97,16127730,1102,True,0.1246703639626503
98,16513309,1103,True,0.1246703639626503
99,16109778,1104,True,0.1246703639626503
