index,latency_ns,revision,revision_present,output_probe
0,17292880,1005,True,0.1259673833847046
1,16982669,1006,True,0.1259673833847046
2,16993834,1007,True,0.1259673833847046
3,17339685,1008,True,0.1259673833847046
4,16982029,1009,True,0.1259673833847046
5,17282191,1010,True,0.1259673833847046
6,16973544,1011,True,0.1259673833847046
7,16982860,1012,True,0.1259673833847046
8,17344996,1013,True,0.1259673833847046
9,16981213,1014,True,0.1259673833847046
10,17335932,1015,True,0.1259673833847046
11,16983267,1016,True,0.1259673833847046
12,17343907,1017,True,0.1259673833847046
13,16978871,1018,True,0.1259673833847046
14,17271796,1019,True,0.1259673833847046
15,16428293,1020,True,0.1259673833847046
16,16409827,1021,True,0.1259673833847046
17,16768186,1022,True,0.1259673833847046
18,16416308,1023,True,0.1259673833847046
19,16717419,1024,True,0.1259673833847046
20,16421100,1025,True,0.1259673833847046
21,16407534,1026,True,0.1259673833847046
22,16772626,1027,True,0.1259673833847046
23,16419920,1028,True,0.1259673833847046
24,16713547,1029,True,0.1259673833847046
25,16424397,1030,True,0.1259673833847046
26,16425520,1031,True,0.1259673833847046
27,16543613,1032,True,0.1259673833847046
28,16559516,1033,True,0.1259673833847046
29,16522744,1034,True,0.1259673833847046
