index,latency_ns,revision,revision_present,output_probe
0,3069367,1000,True,0.1246703639626503
1,3060086,1000,True,0.1246703639626503
2,3059325,1000,True,0.1246703639626503
3,3055933,1000,True,0.1246703639626503
4,3059190,1000,True,0.1246703639626503
5,3053401,1000,True,0.1246703639626503
6,3054428,1000,True,0.1246703639626503
7,3056039,1000,True,0.1246703639626503
8,3056501,1000,True,0.1246703639626503
9,3056567,1000,True,0.1246703639626503
10,3052861,1000,True,0.1246703639626503
11,3054860,1000,True,0.1246703639626503
12,3058524,1000,True,0.1246703639626503
13,3363458,1000,True,0.1246703639626503
14,3056475,1000,True,0.1246703639626503
15,3054515,1000,True,0.1246703639626503
16,3057283,1000,True,0.1246703639626503
17,3056543,1000,True,0.1246703639626503
18,3056314,1000,True,0.1246703639626503
19,3197825,1000,True,0.1246703639626503
20,3058755,1000,True,0.1246703639626503
21,3054043,1000,True,0.1246703639626503
22,3053602,1000,True,0.1246703639626503
23,3052622,1000,True,0.1246703639626503
24,3057285,1000,True,0.1246703639626503
25,3057340,1000,True,0.1246703639626503
26,3053421,1000,True,0.1246703639626503
27,3357372,1000,True,0.1246703639626503
28,3059248,1000,True,0.1246703639626503
29,3055793,1000,True,0.1246703639626503
30,3055515,1000,True,0.1246703639626503
31,3053797,1000,True,0.1246703639626503
32,3057302,1000,True,0.1246703639626503
33,3056825,1000,True,0.1246703639626503
34,3053608,1000,True,0.1246703639626503
35,3055438,1000,True,0.1246703639626503
36,3057180,1000,True,0.1246703639626503
37,3056247,1000,True,0.1246703639626503
38,3054502,1000,True,0.1246703639626503
39,3055185,1000,True,0.1246703639626503
40,3367878,1000,True,0.1246703639626503
41,3060346,1000,True,0.1246703639626503
42,3055037,1000,True,0.1246703639626503
43,3054438,1000,True,0.1246703639626503
44,3055620,1000,True,0.1246703639626503
45,3054612,1000,True,0.1246703639626503
46,3053302,1000,True,0.1246703639626503
47,3056491,1000,True,0.1246703639626503
48,3058502,1000,True,0.1246703639626503
49,3056341,1000,True,0.1246703639626503
50,3054353,1000,True,0.1246703639626503
51,3054633,1000,True,0.1246703639626503
52,3055875,1000,True,0.1246703639626503
53,3055984,1000,True,0.1246703639626503
54,3351963,1000,True,0.1246703639626503
55,3056963,1000,True,0.1246703639626503
56,3057708,1000,True,0.1246703639626503
57,3057784,1000,True,0.1246703639626503
58,3053285,1000,True,0.1246703639626503
59,3053852,1000,True,0.1246703639626503
60,3055455,1000,True,0.1246703639626503
61,3056230,1000,True,0.1246703639626503
62,3054204,1000,True,0.1246703639626503
63,3055099,1000,True,0.1246703639626503
64,3054266,1000,True,0.1246703639626503
65,2998378,1000,True,0.1246703639626503
66,2987316,1000,True,0.1246703639626503
67,3278193,1000,True,0.1246703639626503
68,2994975,1000,True,0.1246703639626503
69,2988048,1000,True,0.1246703639626503
70,2985475,1000,True,0.1246703639626503
71,2987538,1000,True,0.1246703639626503
72,2987916,1000,True,0.1246703639626503
73,2991524,1000,True,0.1246703639626503
74,2993771,1000,True,0.1246703639626503
75,2990471,1000,True,0.1246703639626503
76,2991083,1000,True,0.1246703639626503
77,2989848,1000,True,0.1246703639626503
78,3274691,1000,True,0.1246703639626503
79,2988257,1000,True,0.1246703639626503
80,2989682,1000,True,0.1246703639626503
81,2985645,1000,True,0.1246703639626503
82,2987567,1000,True,0.1246703639626503
83,2988058,1000,True,0.1246703639626503
84,2987635,1000,True,0.1246703639626503
85,2987541,1000,True,0.1246703639626503
86,2987150,1000,True,0.1246703639626503
87,2988194,1000,True,0.1246703639626503
88,2988695,1000,True,0.1246703639626503
89,2986731,1000,True,0.1246703639626503
90,2986217,1000,True,0.1246703639626503
91,2987220,1000,True,0.1246703639626503
92,3275895,1000,True,0.1246703639626503
93,2986710,1000,True,0.1246703639626503
94,2988811,1000,True,0.1246703639626503
95,2988182,1000,True,0.1246703639626503
96,2988848,1000,True,0.1246703639626503
97,2986506,1000,True,0.1246703639626503
98,2986217,1000,True,0.1246703639626503
99,2987591,1000,True,0.1246703639626503
