index,latency_ns,revision,revision_present,output_probe
0,47721341,1005,True,-0.24028226733207703
1,47799886,1006,True,-0.24028226733207703
2,48180954,1007,True,-0.24028226733207703
3,46754796,1008,True,-0.24028226733207703
4,46203230,1009,True,-0.24028226733207703
5,46262055,1010,True,-0.24028226733207703
6,46214238,1011,True,-0.24028226733207703
7,46204523,1012,True,-0.24028226733207703
8,45163434,1013,True,-0.24028226733207703
9,45240829,1014,True,-0.24028226733207703
10,45262199,1015,True,-0.24028226733207703
11,45267132,1016,True,-0.24028226733207703
12,45243288,1017,True,-0.24028226733207703
13,45230699,1018,True,-0.24028226733207703
14,45246036,1019,True,-0.24028226733207703
15,45580967,1020,True,-0.24028226733207703
16,45294126,1021,True,-0.24028226733207703
17,45223697,1022,True,-0.24028226733207703
18,45250254,1023,True,-0.24028226733207703
19,45613209,1024,True,-0.24028226733207703
20,45304425,1025,True,-0.24028226733207703
21,45273029,1026,True,-0.24028226733207703
22,45595728,1027,True,-0.24028226733207703
23,45235143,1028,True,-0.24028226733207703
24,45235462,1029,True,-0.24028226733207703
25,45266760,1030,True,-0.24028226733207703
26,45306937,1031,True,-0.24028226733207703
27,45251285,1032,True,-0.24028226733207703
28,45290708,1033,True,-0.24028226733207703
29,45251088,1034,True,-0.24028226733207703
30,45594604,1035,True,-0.24028226733207703
31,45289177,1036,True,-0.24028226733207703
32,45231491,1037,True,-0.24028226733207703
33,45253214,1038,True,-0.24028226733207703
34,45267700,1039,True,-0.24028226733207703
35,45230667,1040,True,-0.24028226733207703
36,45287989,1041,True,-0.24028226733207703
37,45310810,1042,True,-0.24028226733207703
38,45661969,1043,True,-0.24028226733207703
39,45221452,1044,True,-0.24028226733207703
40,45284677,1045,True,-0.24028226733207703
41,45790305,1046,True,-0.24028226733207703
42,45240753,1047,True,-0.24028226733207703
43,45215031,1048,True,-0.24028226733207703
44,45259741,1049,True,-0.24028226733207703
45,45524926,1050,True,-0.24028226733207703
46,45285114,1051,True,-0.24028226733207703
47,45260568,1052,True,-0.24028226733207703
48,45225534,1053,True,-0.24028226733207703
49,45224136,1054,True,-0.24028226733207703
50,45243258,1055,True,-0.24028226733207703
51,45247036,1056,True,-0.24028226733207703
52,45298339,1057,True,-0.24028226733207703
53,45350420,1058,True,-0.24028226733207703
54,45598169,1059,True,-0.24028226733207703
55,45219912,1060,True,-0.24028226733207703
56,45253167,1061,True,-0.24028226733207703
57,45225814,1062,True,-0.24028226733207703
58,45264201,1063,True,-0.24028226733207703
59,45229917,1064,True,-0.24028226733207703
60,45513416,1065,True,-0.24028226733207703
61,45209248,1066,True,-0.24028226733207703
62,45245499,1067,True,-0.24028226733207703
63,45695482,1068,True,-0.24028226733207703
64,45244000,1069,True,-0.24028226733207703
65,45242525,1070,True,-0.24028226733207703
66,45228194,1071,True,-0.24028226733207703
67,45288362,1072,True,-0.24028226733207703
68,45264553,1073,True,-0.24028226733207703
69,45651258,1074,True,-0.24028226733207703
70,45225592,1075,True,-0.24028226733207703
71,45293333,1076,True,-0.24028226733207703
72,45266829,1077,True,-0.24028226733207703
73,45239770,1078,True,-0.24028226733207703
74,45215558,1079,True,-0.24028226733207703
75,45541837,1080,True,-0.24028226733207703
76,45247835,1081,True,-0.24028226733207703
77,45255744,1082,True,-0.24028226733207703
78,45280805,1083,True,-0.24028226733207703
79,45216774,1084,True,-0.24028226733207703
80,45283597,1085,True,-0.24028226733207703
81,45275778,1086,True,-0.24028226733207703
82,45284116,1087,True,-0.24028226733207703
83,45310384,1088,True,-0.24028226733207703
84,45348695,1089,True,-0.24028226733207703
85,45948449,1090,True,-0.24028226733207703
86,45289153,1091,True,-0.24028226733207703
87,45232140,1092,True,-0.24028226733207703
88,45248720,1093,True,-0.24028226733207703
89,45251434,1094,True,-0.24028226733207703
90,45246097,1095,True,-0.24028226733207703
91,45623536,1096,True,-0.24028226733207703
92,45276644,1097,True,-0.24028226733207703
93,45221035,1098,True,-0.24028226733207703
94,45210073,1099,True,-0.24028226733207703
95,45249399,1100,True,-0.24028226733207703
96,45193850,1101,True,-0.24028226733207703
97,45220977,1102,True,-0.24028226733207703
98,45299601,1103,True,-0.24028226733207703
99,45572646,1104,True,-0.24028226733207703
