index,latency_ns,revision,revision_present,output_probe
0,48083382,1005,True,-0.23353450000286102
1,48398915,1006,True,-0.23353450000286102
2,48021242,1007,True,-0.23353450000286102
3,46511440,1008,True,-0.23353450000286102
4,46302734,1009,True,-0.23353450000286102
5,46894899,1010,True,-0.23353450000286102
6,46374189,1011,True,-0.23353450000286102
7,45753189,1012,True,-0.23353450000286102
8,45530166,1013,True,-0.23353450000286102
9,45129540,1014,True,-0.23353450000286102
10,45155547,1015,True,-0.23353450000286102
11,45198032,1016,True,-0.23353450000286102
12,45107737,1017,True,-0.23353450000286102
13,45318183,1018,True,-0.23353450000286102
14,45661470,1019,True,-0.23353450000286102
15,45285509,1020,True,-0.23353450000286102
16,45278736,1021,True,-0.23353450000286102
17,45267190,1022,True,-0.23353450000286102
18,45279065,1023,True,-0.23353450000286102
19,45270266,1024,True,-0.23353450000286102
20,45320995,1025,True,-0.23353450000286102
21,45358380,1026,True,-0.23353450000286102
22,45338615,1027,True,-0.23353450000286102
23,45719343,1028,True,-0.23353450000286102
24,45289645,1029,True,-0.23353450000286102
25,45315853,1030,True,-0.23353450000286102
26,45285730,1031,True,-0.23353450000286102
27,45832002,1032,True,-0.23353450000286102
28,45282958,1033,True,-0.23353450000286102
29,45665801,1034,True,-0.23353450000286102
