index,latency_ns,revision,revision_present,output_probe
0,47240345,1010,True,-0.24028226733207703
1,46360202,1011,True,-0.24028226733207703
2,45483953,1012,True,-0.24028226733207703
3,45407247,1013,True,-0.24028226733207703
4,45351242,1014,True,-0.24028226733207703
5,45338225,1015,True,-0.24028226733207703
6,45721314,1016,True,-0.24028226733207703
7,45384338,1017,True,-0.24028226733207703
8,45343174,1018,True,-0.24028226733207703
9,45357548,1019,True,-0.24028226733207703
10,45376548,1020,True,-0.24028226733207703
11,45332869,1021,True,-0.24028226733207703
12,45353256,1022,True,-0.24028226733207703
13,45367149,1023,True,-0.24028226733207703
14,45400556,1024,True,-0.24028226733207703
15,45702255,1025,True,-0.24028226733207703
16,45343930,1026,True,-0.24028226733207703
17,45340679,1027,True,-0.24028226733207703
18,45349807,1028,True,-0.24028226733207703
19,45345870,1029,True,-0.24028226733207703
20,45365852,1030,True,-0.24028226733207703
21,45447055,1031,True,-0.24028226733207703
22,46014280,1032,True,-0.24028226733207703
23,45325159,1033,True,-0.24028226733207703
24,45350877,1034,True,-0.24028226733207703
25,45343339,1035,True,-0.24028226733207703
26,45325565,1036,True,-0.24028226733207703
27,45336491,1037,True,-0.24028226733207703
28,45366793,1038,True,-0.24028226733207703
29,45734373,1039,True,-0.24028226733207703
30,45387339,1040,True,-0.24028226733207703
31,45385621,1041,True,-0.24028226733207703
32,45311194,1042,True,-0.24028226733207703
33,45351076,1043,True,-0.24028226733207703
34,45410531,1044,True,-0.24028226733207703
35,45397546,1045,True,-0.24028226733207703
36,45111634,1046,True,-0.24028226733207703
37,45324333,1047,True,-0.24028226733207703
38,44944043,1048,True,-0.24028226733207703
39,44929102,1049,True,-0.24028226733207703
40,44925729,1050,True,-0.24028226733207703
41,45005906,1051,True,-0.24028226733207703
42,44972203,1052,True,-0.24028226733207703
43,44985501,1053,True,-0.24028226733207703
44,45884208,1054,True,-0.24028226733207703
45,44976300,1055,True,-0.24028226733207703
46,44981473,1056,True,-0.24028226733207703
47,44925811,1057,True,-0.24028226733207703
48,44975636,1058,True,-0.24028226733207703
49,44949933,1059,True,-0.24028226733207703
50,45027539,1060,True,-0.24028226733207703
51,44929815,1061,True,-0.24028226733207703
52,44992889,1062,True,-0.24028226733207703
53,45317577,1063,True,-0.24028226733207703
54,44973553,1064,True,-0.24028226733207703
55,44974849,1065,True,-0.24028226733207703
56,44925321,1066,True,-0.24028226733207703
57,44923510,1067,True,-0.24028226733207703
58,44913789,1068,True,-0.24028226733207703
59,44915412,1069,True,-0.24028226733207703
60,45290445,1070,True,-0.24028226733207703
61,44957575,1071,True,-0.24028226733207703
62,44966816,1072,True,-0.24028226733207703
63,44971975,1073,True,-0.24028226733207703
64,44939807,1074,True,-0.24028226733207703
65,44962886,1075,True,-0.24028226733207703
66,45465497,1076,True,-0.24028226733207703
67,44958252,1077,True,-0.24028226733207703
68,45303632,1078,True,-0.24028226733207703
69,44965287,1079,True,-0.24028226733207703
70,44944724,1080,True,-0.24028226733207703
71,44980856,1081,True,-0.24028226733207703
72,44924300,1082,True,-0.24028226733207703
73,44928654,1083,True,-0.24028226733207703
74,44966907,1084,True,-0.24028226733207703
75,44905394,1085,True,-0.24028226733207703
76,45030981,1086,True,-0.24028226733207703
77,45297884,1087,True,-0.24028226733207703
78,44897602,1088,True,-0.24028226733207703
79,44971475,1089,True,-0.24028226733207703
80,44958773,1090,True,-0.24028226733207703
81,44943886,1091,True,-0.24028226733207703
82,44935012,1092,True,-0.24028226733207703
83,44913402,1093,True,-0.24028226733207703
84,45298182,1094,True,-0.24028226733207703
85,44937676,1095,True,-0.24028226733207703
86,44946884,1096,True,-0.24028226733207703
87,44975498,1097,True,-0.24028226733207703
88,45359556,1098,True,-0.24028226733207703
89,44972764,1099,True,-0.24028226733207703
90,44934185,1100,True,-0.24028226733207703
91,44974812,1101,True,-0.24028226733207703
92,45288635,1102,True,-0.24028226733207703
93,45000416,1103,True,-0.24028226733207703
94,44968739,1104,True,-0.24028226733207703
95,44959729,1105,True,-0.24028226733207703
96,44979070,1106,True,-0.24028226733207703
97,44956962,1107,True,-0.24028226733207703
98,44935857,1108,True,-0.24028226733207703
99,44964720,1109,True,-0.24028226733207703
