index,latency_ns,revision,revision_present,output_probe
0,47513435,1005,True,-0.2315310686826706
1,46833863,1006,True,-0.2315310686826706
2,46857155,1007,True,-0.2315310686826706
3,46851115,1008,True,-0.2315310686826706
4,46280569,1009,True,-0.2315310686826706
5,45570746,1010,True,-0.2315310686826706
6,45600224,1011,True,-0.2315310686826706
7,45914369,1012,True,-0.2315310686826706
8,45485650,1013,True,-0.2315310686826706
9,45118906,1014,True,-0.2315310686826706
10,45172584,1015,True,-0.2315310686826706
11,45580739,1016,True,-0.2315310686826706
12,45420301,1017,True,-0.2315310686826706
13,45470009,1018,True,-0.2315310686826706
14,45776165,1019,True,-0.2315310686826706
15,45435888,1020,True,-0.2315310686826706
16,45438477,1021,True,-0.2315310686826706
17,45415938,1022,True,-0.2315310686826706
18,45431006,1023,True,-0.2315310686826706
19,45381262,1024,True,-0.2315310686826706
20,45378442,1025,True,-0.2315310686826706
21,45712656,1026,True,-0.2315310686826706
22,45461048,1027,True,-0.2315310686826706
23,45342058,1028,True,-0.2315310686826706
24,45354877,1029,True,-0.2315310686826706
25,45390952,1030,True,-0.2315310686826706
26,45369421,1031,True,-0.2315310686826706
27,45395102,1032,True,-0.2315310686826706
28,45521930,1033,True,-0.2315310686826706
29,45735268,1034,True,-0.2315310686826706
